Reference Number,Date Entered,Concern Address,Disposition,Concern Type,Concern Description,Citation Fine Total,Balance Remaining
RAC-2021-00728,5/31/2021,464 SHADY LN,No Issue,Vacation Rental Noise/Party,R/P stated the occupants were talking loud on the back deck.,0,0
RAC-2021-01023,7/3/2021,471 FALLEN LEAF RD,No Issue,Vacation Rental Noise/Party,Large party can be herd several houses away. Several cars in street.,0,0
RAC-2021-01134,7/11/2021,472 WINDSONG PL,Issued Citation,Vacation Rental Noise/Party,VR LOUD PARTY/MUSIC/NOISE,500,500
RAC-2021-00809,6/12/2021,472 WINDSONG PL,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,playing high volume music,0,0
RAC-2021-00016,2/4/2021,477 TEMPLE LN,Issued Citation,Vacation Rental Spa after 10pm,,500,500
RAC-2021-00764,6/6/2021,480 LAKEWOOD LN,Issued Citation,Vacation Rental No License,,5000,0
RAC-2021-01338,7/26/2021,482 LAKEVIEW CT,Issues Resolved With Verbal Warning,Vacation Rental Spa after 10pm,Spa use,0,0
RAC-2021-01003,7/3/2021,487 FALLEN LEAF RD,No Issue,Vacation Rental Noise/Party,Huge! Party yelling cusing! Crazy loud!,0,0
RAC-2021-01004,7/3/2021,487 FALLEN LEAF RD,No Issue,Vacation Rental Noise/Party,"Party heard a street away, is this how it always is? How long does the city let this go on? Someone needs to do something something, even the renters near bye are pissed!",0,0
RAC-2021-01579,8/20/2021,494 FALLEN LEAF RD,Issues Resolved With Verbal Warning,Vacation Rental Parking,While on patrol I noticed VHR cars parked on the street,0,0
RAC-2021-00109,2/20/2021,494 LAKEVIEW CT,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,I received a call about loud music at 494 lakeview ct at approximately 12:25 am.,0,0
RAC-2021-00221,3/13/2021,512 VISTA LN,No Issue,Vacation Rental No Exterior Sign,I’m concerned this house is a rental but has not followed the city rules on rentals.  There are frequently new cars and new people at this address.,0,0
RAC-2021-00306,3/28/2021,512 VISTA LN,No Issue,Vacation Rental No Licence,R/P stated he suspects the residence is an unregistered PHR. He stated he saw the owner advertising on the `Big Bear Facebook Page.`,0,0
RAC-2021-01558,8/19/2021,526 TALMADGE RD,No Issue,Vacation Rental Noise/Party,call came in about noise at a private home rental at aprox 1:30 am,0,0
RAC-2021-00156,2/28/2021,529 Bernhardt Ln,No Issue,Vacation Rental Noise/Party,Loud rave music coming from inside with lasers and flashing lights. Multiple young adult males shouting outside of the residence.,0,0
RAC-2021-01516,8/14/2021,547 CHIPMUNK LN,Issued Citation,Vacation Rental Noise/Party,7:59 pm - RP states loud music,1500,1500
RAC-2021-00175,3/3/2021,550 WAYNOKA LN,Issued Citation,Vacation Rental No Exterior Sign,No exterior sign and damage caused to RP property because of parking issues.,500,0
RAC-2021-00960,6/27/2021,550 WAYNOKA LN,Issues Resolved With Verbal Warning,Vacation Rental Parking,R/P stated there were illegally parked cars on street at the vacation rental,0,0
RAC-2021-00070,2/13/2021,551 VISTA LN,No Issue,Vacation Rental No License,"House is being rented out, does not have city license.",0,0
RAC-2021-00883,6/20/2021,563 GEORGIA ST,Issued Citation,Vacation Rental Noise/Party,amplified music/ spa,1000,1000
RAC-2021-00061,2/12/2021,568 WREN DR,No Issue,Vacation Rental Parking,R/P states the property has 4 vehicles in the driveway and suspects it is over the allowed occupancy.,0,0
RAC-2021-01026,7/3/2021,569 KILLINGTON WAY,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"RP states loud music, yelling coming from hot tub (8:26 pm)",0,0
RAC-2021-01531,8/15/2021,569 KILLINGTON WAY,No Issue,Vacation Rental Over Occupancy,call came in about a vacation rental being over occupied and having a car on the street.,0,0
RAC-2021-00055,2/10/2021,569 SUMMIT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"Partying, noise",0,0
RAC-2021-00419,4/13/2021,571 CIENEGA RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Loud music (bass) after 11 p.m. and started up again this morning at 8 a.m.,0,0
RAC-2021-00819,6/13/2021,575 GOLDEN WEST DR,Issued Citation,Vacation Rental Noise/Party,noise,500,0
RAC-2021-01174,7/16/2021,575 GOLDEN WEST DR,Issued Citation,Vacation Rental Noise/Party,noise.,500,0
RAC-2021-01179,7/16/2021,575 GOLDEN WEST DR,Issued Citation,Vacation Rental Noise/Party,Yelling and music.,1000,1000
RAC-2021-00980,6/29/2021,576 VISTA LN,Issued Citation,Vacation Rental Noise/Party,call came in about a loud party at 2:35 PM,500,0
RAC-2021-01335,7/25/2021,580 TALMADGE RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,,0,0
RAC-2021-00308,3/28/2021,583 HIGHLAND RD,No Issue,Vacation Rental Over Occupancy,R/P stated she could see on her security cameras the above listed residence is over occupied. She stated they have 10 adults and 1 child at the residence.,0,0
RAC-2021-01316,7/25/2021,588 JEFFRIES ST,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,We received multiple complaints about a large gathering and loud music being heard all across the neighborhood. Responded at 12:05,0,0
RAC-2021-00489,4/26/2021,590 ST ANTON CT,Issues Resolved With Verbal Warning,Vacation Rental Parking,VEHICLES PARKED IN STREET. RENTERS MOVED VEHICLES.,0,0
RAC-2021-00488,4/26/2021,599 ST ANTON CT,Issues Resolved With Verbal Warning,Vacation Rental Parking,neighbor states vehicle from 599 parked in her driveway.,0,0
RAC-2021-00451,4/19/2021,605 SAN GORGONIO DR,Issued Citation,Vacation Rental Noise/Party,,500,500
RAC-2021-00260,3/20/2021,606 WREN DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in at about 12:34 am about a loud house party.,0,0
RAC-2021-00862,6/18/2021,607 TIMBER LN,No Issue,Vacation Rental No License,R/P stated the residence is an unregistered PHR.,0,0
RAC-2021-01287,7/24/2021,607 TIMBER LN,No Issue,Vacation Rental No Licence,7:29 pm (left on my desk phone) RP states he has been meaning to call us and tell us that the sign up at this house does not meet the criteria for one of our exterior signs.  Thinks it may not be legal.,0,0
RAC-2021-01110,7/9/2021,610 GOLDEN WEST DR,Issued Citation,Vacation Rental Noise/Party,RP states that for about an hour and a half so far this VR property has been having a party on the back deck that is very loud with yelling and loud music.,500,500
RAC-2021-00392,4/10/2021,610 GOLDEN WEST DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,The call came in about a car parked on the street at a vacation rental,0,0
RAC-2021-01443,8/6/2021,616 TALMADGE RD,Issued Citation,Vacation Rental Noise/Party,A call came in concerning this area of Talmadge for screaming and partying. We observed two VHR in violation when we responded at 11:15.,1000,0
RAC-2021-01442,8/6/2021,618 TALMADGE RD,Issued Citation,Vacation Rental Spa after 10pm,A call came in concerning this area of Talmadge for screaming and partying. We observed two VHR in violation when we responded at 11:15.,1000,0
RAC-2021-00107,2/20/2021,620 SUMMIT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,R/P stated the occupants are yelling and playing loud music.,0,0
RAC-2021-01218,7/18/2021,620 SUMMIT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,RP states VR in opposite duplex is very loud/rowdy,0,0
RAC-2021-01211,7/17/2021,630 SUMMIT BLVD,Issued Citation,Vacation Rental Parking,"10 vehicles 3 alongside the property to the back yard probably over occupied loud music and people yelling constantly since they arrived 

I will be surprised if anyone shows up to this report because they never do!",1000,0
RAC-2021-01460,8/7/2021,630 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,Call came in at 10:45PM concerning loud partying and noise.,500,500
RAC-2021-01018,7/3/2021,630 SUMMIT BLVD,No Issue,Vacation Rental Parking,Multiple cars parked off pavement (in yards) at multiple rentals (addresses) on summit blvd,0,0
RAC-2021-01651,8/28/2021,636 PONDEROSA DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,It’s 1230am STFU,0,0
RAC-2021-00288,3/26/2021,637 CHIPMUNK LN,Issued Citation,Vacation Rental No Exterior Sign,call came in about a vacation rental that`s operating with out a license.,1500,0
RAC-2021-00078,2/17/2021,637 CHIPMUNK LN,No Issue,Vacation Rental No Licence,RP states over occupancy and parking at the property including a non-registered `2nd unit` at 641 Chipmunk (no record).,0,0
RAC-2021-01325,7/25/2021,637 ST MORITZ DR,Issued Citation,Vacation Rental Noise/Party,PartyNOISE,500,500
RAC-2021-00192,3/6/2021,639 CRESTWOOD DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in about a loud party with fire works. at,0,0
RAC-2021-00629,5/21/2021,640 CONKLIN RD,Issued Citation,Vacation Rental Delinquent TOT,,3000,500
RAC-2021-01622,8/25/2021,640 CONKLIN RD,Issued Citation. License Revoked,Vacation Rental Delinquent TOT,Failure to remit Q1 & Q2 2021 TOT (2nd violation).  Permit to be revoked.,4201.88,4201.88
RAC-2021-00468,4/24/2021,640 ELM ST,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,AFTER HOURS HOT TUB USE/ MUSIC,0,0
RAC-2021-00573,5/11/2021,646 MODOC DR,Issued Citation,Vacation Rental No License,Rentalscape and HC show illegal rental activity.,5000,5000
RAC-2021-00817,6/12/2021,651 CHIPMUNK LN,Issued Citation,Vacation Rental Noise/Party,,1000,0
RAC-2021-01369,7/30/2021,654 CIENEGA RD,No Issue,Vacation Rental Over Occupancy,"Home is listed on Airbnb as a 3 bedroom, with an max occupancy of 14 guests….",0,0
RAC-2021-00317,3/29/2021,662 MENLO DR,Issued Citation,Vacation Rental No Licence,Becky received a call about a the owner of the house renting with out a license.,5000,0
RAC-2021-00315,3/29/2021,662 MENLO DR,Issued NOV,Vacation Rental No Licence,,5000,0
RAC-2021-00348,4/3/2021,663 CIENEGA RD Unit D,No Issue,Vacation Rental Parking,reporting party says they have more vehicles than permitted,0,0
RAC-2021-00141,2/27/2021,"663 CIENEGA RD, unit D",Issues Resolved With Verbal Warning,Vacation Rental Parking,received a call about too many cars parked at a vacation rental.,0,0
RAC-2021-00561,5/8/2021,665 MERCED LN,No Issue,Vacation Rental Noise/Party,yelling.,0,0
RAC-2021-00636,5/21/2021,668 KNIGHT AVE,Issued Citation,Vacation Rental No License,,7500,0
RAC-2021-00360,4/4/2021,669 GOLDEN WEST DR,No Issue,Vacation Rental Parking,Parking in yard in STR. Multiple occurrences. Home owners were notified on Jan 30 2021 to not have their snowplow company make an illegal parking spot by shoving snow and dirt onto our property. Home owner said they notified VACASA yet the issue continues. Renters and cleaning people continue to park on the dirt front yard when they have a 2 car garage and 2 car driveway.,0,0
RAC-2021-01438,8/6/2021,679 GOLDEN WEST DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,RP states car from VR to left of property is parked partially on her property,0,0
RAC-2021-01199,7/17/2021,681 SNOWBIRD CT,No Issue,Vacation Rental Noise/Party,RP states very loud party,0,0
RAC-2021-00196,3/6/2021,685 GEORGIA ST,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,loud music,0,0
RAC-2021-00353,4/3/2021,687 SILVERTIP WAY,No Issue,Vacation Rental Parking,call came in at about 4:30pm about to many cars parked on the st.,0,0
RAC-2021-00256,3/20/2021,692 ST MORITZ,Issued Citation,Vacation Rental Parking,"While patrolling the area, I observed 2 vehicles parked on the dirt.",1000,0
RAC-2021-00158,2/28/2021,692 ST MORITZ,Issues Resolved With Verbal Warning,Vacation Rental Parking,4 Vehicles in the driveway and some parked on the dirt.,0,0
RAC-2021-00943,6/26/2021,692 St Moritz Dr.,Issued NOV,Vacation Rental Parking,"2 Cars parked in the front yard in addition to those on the driveway, I think the address is 692 not 693",0,0
RAC-2021-00444,4/18/2021,694 CIRCLE LN,Issued Citation,Vacation Rental Parking,Call came in about a car from a private home rental being parked on neighbors property.,1500,0
RAC-2021-01186,7/16/2021,694 CIRCLE LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,I heard noise and partying coming from this address while patrolling.,0,0
RAC-2021-00765,6/6/2021,698 MODOC DR,Issued Citation,Vacation Rental No License,,550,0
RAC-2021-00823,6/13/2021,700 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,Noise. Large party.,1500,0
RAC-2021-01312,7/25/2021,700 SUMMIT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,While on patrol we noticed amplified music yelling and partying at this residence.,0,0
RAC-2021-01390,7/31/2021,700 WREN DR,No Issue,Vacation Rental Noise/Party,RP STATES KIDS YELLING AND CAMP COUNSELORS USING MEGA PHONE.,0,0
RAC-2021-00351,4/3/2021,701 MAIN ST,Issues Resolved With Verbal Warning,Vacation Rental Over Occupancy,"Loud party, too many people, 4 cars. Should have 2 cars and no more than 6 people",0,0
RAC-2021-01448,8/7/2021,707 COVE DR,No Issue,Vacation Rental Parking,PARKING ON OTHER PEOPLES PROPERTY.,0,0
RAC-2021-01678,8/28/2021,715 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,RP states loud music/party,500,500
RAC-2021-01685,8/29/2021,715 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,amplified music.,1000,1000
RAC-2021-01294,7/24/2021,715 GEORGIA ST,No Issue,Vacation Rental Over Occupancy,At least 12 cars and 20 people,0,0
RAC-2021-01149,7/11/2021,716 MAIN ST,Issued Citation,Vacation Rental Advertising w/o a License,"I looked at the listing and it looked a bit suspicious so I did some further investigation.  I found the property on Zillow.  Zillow has the property as a 3 bedroom 2.5 bath and 1296 sq ft.  Another STR owner called her out and she deleted her post.  I check later and she changed it to sleeps 10.  Still to many for 1296 sq ft.

As a responsible STR owner who abides by the City’s rules and regulations this is very upsetting to me.  It’s this type of blatant disregard of the City Ordinances that requires the city to have to step in and make so many restrictions, rules, fines, etc.  

I am requesting that the city immediately look into this matter and fine this owner or, in the alternative, their permit suspended and/or revoked.  

I have attached photos of the Airbnb listing and Zillow of the property.",2500,0
RAC-2021-01248,7/20/2021,717 JEFFRIES RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,YELLING.,0,0
RAC-2021-00598,5/15/2021,721 COVE DR,Issues Resolved With Verbal Warning,Vacation Rental Spa after 10pm,call came in about spa use after 10 pm,0,0
RAC-2021-01313,7/25/2021,722 SUMMIT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,While responding to 700 summit we observed loud talking on deck,0,0
RAC-2021-00531,5/5/2021,725 COVE DR,No Issue,Vacation Rental Parking,,0,0
RAC-2021-00725,5/31/2021,725 COVE DR,No Issue,Vacation Rental Noise/Party,R/P stated the occupants were having a party with loud music and people yelling.,0,0
RAC-2021-00600,5/15/2021,732 N STAR DR,Issues Resolved With Verbal Warning,Vacation Rental Over Occupancy,6 cars. Noise. Over occupancy.,0,0
RAC-2021-01461,8/8/2021,733 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,party,1000,1000
RAC-2021-01462,8/8/2021,733 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,party,1000,1000
RAC-2021-01466,8/8/2021,733 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,PARTY.,1500,1500
RAC-2021-01467,8/8/2021,733 SUMMIT BLVD,Issued Citation,Vacation Rental Noise/Party,PARTY,1500,1500
RAC-2021-00153,2/27/2021,733 WINTERSET CT,Issues Resolved With Verbal Warning,Vacation Rental Parking,call came in about cars parked in the street.,0,0
RAC-2021-01002,7/2/2021,738 SILVER TIP DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,cars parked in street,0,0
RAC-2021-00599,5/15/2021,738 TEHAMA DR,Issued Citation,Vacation Rental Parking,2 vehicles parked on empty lot,500,0
RAC-2021-01273,7/23/2021,738 TEHAMA DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,3 vehicles on the street,0,0
RAC-2021-01272,7/23/2021,739 COVE DR,No Issue,Vacation Rental Noise/Party,RP called SO who called us.  Loud music all night and still going on this morning.,0,0
RAC-2021-00254,3/20/2021,740 TOMAHAWK DR,Issued Citation,Vacation Rental Parking,R/P stated the residence has too many vehicles and is over occupancy.,1000,0
RAC-2021-00942,6/26/2021,745 EUREKA DR,Issued Citation,Vacation Rental Parking,R/P stated the residence has one vehicle parked on the street.,8500,8500
RAC-2021-00394,4/10/2021,746 SILVERTIP DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Call came in about a car parked on the dirt.,0,0
RAC-2021-00749,6/5/2021,753 MARIN RD,No Issue,Vacation Rental Noise/Party,People yelling.,0,0
RAC-2021-00523,5/4/2021,755 CIENEGA RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,R/P stated the occupants were outside talking loud and suspected it might be a party.,0,0
RAC-2021-00930,6/26/2021,761 MENLO DR,Issued Citation,Vacation Rental Parking,call came in about cars parked on the street at about 11:40pm on 6/25/21,1500,0
RAC-2021-01203,7/17/2021,764 MENLO DR,Issued Citation,Vacation Rental Noise/Party,Neighbor called in stating loud noise and amplified music.,2000,2000
RAC-2021-01318,7/25/2021,764 MENLO DR,Issued Citation,Vacation Rental Noise/Party,NOISE/ PARTY.,3000,3000
RAC-2021-01409,8/1/2021,764 MENLO DR,Issued Citation,Vacation Rental Parking,764 Menlo … guests parked in the street,2000,2000
RAC-2021-00159,2/28/2021,773 GOLDEN WEST DR,Issues Resolved With Verbal Warning,Vacation Rental No Licence,R/P states the residence is an unregistered PHR.,0,0
RAC-2021-01705,8/31/2021,773 IRIS DR,,Vacation Rental Noise/Party,8-29-21 SO issued warning for noise,0,0
RAC-2021-01028,7/3/2021,778 SILVER TIP DR,No Issue,Vacation Rental Parking,Lots of cars parked on the street,0,0
RAC-2021-00211,3/9/2021,779 RUEDA LN,Issued Citation,Vacation Rental No Licence,,5000,0
RAC-2021-01300,7/24/2021,782 GOLDEN WEST DR,Issued Citation,Vacation Rental Noise/Party,Heard from a neighbors (5 house away) to 782 Golden West. Music.,1000,0
RAC-2021-01162,7/14/2021,783 TEHAMA DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Amplified music,0,0
RAC-2021-01616,8/23/2021,784 BERKLEY LN,Issued Citation,Vacation Rental No Licence,"Verified no registration, rental, advertising & advertising as self-check-in.",10000,0
RAC-2021-01674,8/28/2021,785 GOLDENWEST DR,No Issue,Vacation Rental Noise/Party,over parking/ noise,0,0
RAC-2021-01580,8/20/2021,788 CONKLIN RD,No Issue,Vacation Rental Noise/Party,"RP`s address - states VR is across street diagonally - a lot of people outside - really loud 
Correct address is 708 Conklin not a VHR",0,0
RAC-2021-01498,8/13/2021,788 SILVER TIP DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"Per RP, very loud party",0,0
RAC-2021-00094,2/18/2021,788 SILVERTIP DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,received a noise complaint at 788 silver tip dr. the guests seem to be in the hot tub making lots of noise.,0,0
RAC-2021-00975,6/28/2021,789 Silver Tip,No Issue,Vacation Rental Over Occupancy,Renters have parked way more cars than allowed.,0,0
RAC-2021-00884,6/20/2021,793 THRUSH DR,Issued Citation,Vacation Rental Noise/Party,Yelling/ party.,1000,0
RAC-2021-00478,4/24/2021,793 THRUSH DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,HI VOLUME MUSIC.,0,0
RAC-2021-00075,2/14/2021,794 SAINT MORITZ DR,Issued Citation,Vacation Rental No Licence,At 6:24 pm i received a call about a possible unlicensed private home rental at 794 St Moritz dr.,8000,8000
RAC-2021-00160,2/28/2021,794 SAINT MORITZ DR,Issued Citation,Vacation Rental No Licence,R/P stated the residence is an unregistered PHR and is still being rented even though it has not been registered with the City of Big Bear Lake.,0,0
RAC-2021-01389,7/31/2021,794 ST MORITZ DR,Issued Citation,Vacation Rental No Licence,NO LICENCE.,16500,16500
RAC-2021-01364,7/30/2021,794 ST MORITZ DR,No Issue,Vacation Rental No Exterior Sign,No exterior sign. Please cite if we haven’t already.,0,0
RAC-2021-00959,6/27/2021,796 CONKLIN RD,Issued Citation,Vacation Rental Noise/Party,R/P stated the occupants are playing loud music and have cars parked on the street.,1000,0
RAC-2021-01034,7/4/2021,796 CONKLIN RD,No Issue,Vacation Rental Noise/Party,Complaint about noise at a vacation rental.,0,0
RAC-2021-00596,5/15/2021,796 SILVER TIP DR,Issued Citation,Vacation Rental Noise/Party,complaint came in thru gov pilot about noise from a vacation rental. they gave the wrong address so I closed out that case and this one is using the correct address.,1000,0
RAC-2021-01315,7/25/2021,797 SWITZERLAND PL,Issued Citation,Vacation Rental Noise/Party,Heard loud amplified music from 3 blocks away.,1500,1500
RAC-2021-00247,3/19/2021,798 NORTH STAR DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,RP says this is the `Party House`.  Large group came in today and were already drunk and loud at 2 p.m.  He is very concerned about what this means for tonight.,0,0
RAC-2021-01583,8/21/2021,798 PINE KNOT BLVD,Issues Resolved With Verbal Warning,Vacation Rental Parking,COMPLAINTANT STATES JEEP AND TOW BEHIND CAMPER CAMPING ON STREET.,0,0
RAC-2021-01376,7/30/2021,799 EDGEMOOR RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,R/P stated the occupants left their 2 dogs on the back deck and left the residence. The R/P further stated the dogs have been barking non stop since the occupants left the residence.,0,0
RAC-2021-00968,6/27/2021,799 Silver Tip,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"These renters are making so much noise I can hear it from
streets away. This may not be the exact address, it may be somewhere close by on Plymouth. Going solely by what I hear — it’s some kind of loud outdoor beer pong game, something like that",0,0
RAC-2021-01493,8/12/2021,799 SILVER TIP DR,Issued Citation,Vacation Rental Noise/Party,Noise,1500,1500
RAC-2021-01569,8/20/2021,799 SILVER TIP DR,Issued Citation,Vacation Rental Noise/Party,RP states home is on corner of Silver Tip and Plymouth - unsure of exact address. VR loud noise/music. There are outdoor speakers and spa.,3500,3500
RAC-2021-00661,5/23/2021,799 SILVER TIP DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"amplified music, yelling, noise in the hot tub",0,0
RAC-2021-01694,8/29/2021,799 SILVER TIP DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Noise so loud I can hear it a block away,0,0
RAC-2021-00595,5/15/2021,799 SILVER TIP DR,No Issue,Vacation Rental Noise/Party,shouting and screaming you can hear from a block away,0,0
RAC-2021-00840,6/15/2021,799 SILVER TIP DR,No Issue,Vacation Rental Noise/Party,lots of screaming and shouting going on,0,0
RAC-2021-00183,3/4/2021,799 SILVERTIP DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,parking in street,0,0
RAC-2021-00117,2/22/2021,799 SILVERTIP DR,No Issue,Vacation Rental Parking,guests parking in street,0,0
RAC-2021-01289,7/24/2021,801 CAMERON DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in at about 2:14 am about loud music coming from a vacation rental.,0,0
RAC-2021-00756,6/5/2021,802 MENLO DR,No Issue,Vacation Rental Noise/Party,call came in about noise coming from somewhere in this area the address they gave was 802 Menlo,0,0
RAC-2021-00269,3/21/2021,813 KNIGHT AVE,Issues Resolved With Verbal Warning,Vacation Rental Parking,call came in about too many cars on st at about 7 20 am.,0,0
RAC-2021-01635,8/26/2021,813 KNIGHT AVE,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,9:10PM call came in concerning noise at a VHR.,0,0
RAC-2021-00091,2/18/2021,816 MENLO DR,Issued Citation,Vacation Rental No In-person Check-in,"On February 5, 2021, tenants cited (parking citations) for parking on the street.  They told Gerald they didn`t know about the rules and that no one personally checked them in.  Gerald issued citation for No In-Person Check-In.",0,0
RAC-2021-01377,7/31/2021,816 MENLO DR,Issued Citation,Vacation Rental Noise/Party,R/P stated the occupants are having a party with loud music and people yelling.,500,500
RAC-2021-01406,8/1/2021,816 MENLO DR,Issued Citation,Vacation Rental Noise/Party,Noise,1000,1000
RAC-2021-01407,8/1/2021,816 MENLO DR,Issued Citation,Vacation Rental Noise/Party,noise,1500,1500
RAC-2021-01573,8/20/2021,816 MENLO DR,Issued Citation,Vacation Rental Noise/Party,"RP states VR is very loud - ongoing issue - every weekend.
RP requests that owner is notified. She has tried to contact number listed on sign with no success.",2000,2000
RAC-2021-00030,2/6/2021,816 MENLO DR,Issued NOV,Vacation Rental Noise/Party,"Noise at non-VR.

Failure to provide in person check for renters.",0,0
RAC-2021-01057,7/6/2021,816 MENLO DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Cars parking on street at vacation rental at 7:16PM,0,0
RAC-2021-01121,7/10/2021,816 TEHAMA DR,Issued Citation,Vacation Rental Noise/Party,While responding to 822 Tehama I observed loud talking on the back deck of 816 Tehama.,500,0
RAC-2021-00227,3/13/2021,819 SILVER TIP DR,No Issue,Vacation Rental Noise/Party,party and amplified music outside,0,0
RAC-2021-01488,8/11/2021,820 RAVINE RD,No Issue,Vacation Rental Noise/Party,loud party going on in the backyard,0,0
RAC-2021-00265,3/21/2021,822 TEHAMA DR,Issued Citation,Vacation Rental Noise/Party,call came in about guests having a party. at aprox 11:30 pm,5500,0
RAC-2021-01119,7/10/2021,822 TEHAMA DR,Issued Citation,Vacation Rental Noise/Party,Call came in at 12:02 concerning partying and noise at this residence.,500,500
RAC-2021-01006,7/3/2021,825 SILVER TIP DR,Issued Citation,Vacation Rental Noise/Party,Multiple calls came in about the amplified music at this property.,500,0
RAC-2021-01588,8/21/2021,828 SKY HIGH DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Driveway full and at least 6 additional cars on street,0,0
RAC-2021-00292,3/27/2021,828 TEHAMA DR,Issued Citation,Vacation Rental Noise/Party,,500,500
RAC-2021-00298,3/27/2021,828 TEHAMA DR,Issued Citation,Vacation Rental No Exterior Sign,I went out to call the night before and noticed that they didn`t  have an exterior rental sign.,500,0
RAC-2021-01362,7/30/2021,832 MENLO DR,Issued Citation,Vacation Rental Noise/Party,Screaming and yelling,500,0
RAC-2021-01212,7/17/2021,832 MENLO DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Address is 816 Menlo. Two renters cars parked on the street. This same house did the same thing last week.,0,0
RAC-2021-01056,7/5/2021,832 MENLO DR,No Issue,Vacation Rental Noise/Party,816 menlo dr. a lot of noise that you can hear from a street away,0,0
RAC-2021-00226,3/13/2021,834 SILVER TIP DR,No Issue,Vacation Rental Parking,trash in the middle of the street from renters carrying bags on top of their cars,0,0
RAC-2021-01472,8/9/2021,837 EDGEMOOR RD,Issued Citation,Vacation Rental Noise/Party,call came in 12:23 a.m.  RP states loud music,500,500
RAC-2021-00312,3/29/2021,837 EDGEMOOR RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,The R/P Chris from Big Bear Vacations stated the occupants were having party with loud music.,0,0
RAC-2021-01383,7/31/2021,837 EDGEMOOR RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Call came in from house across the street about noise and partying.,0,0
RAC-2021-00147,2/27/2021,839 RAVINE RD,Issues Resolved With Verbal Warning,Vacation Rental Over Occupancy,over occupancy,0,0
RAC-2021-01340,7/26/2021,839 RAVINE RD,No Issue,Vacation Rental Noise/Party,music,0,0
RAC-2021-01382,7/31/2021,840 EDGEMOOR RD,No Issue,Vacation Rental Spa after 10pm,R/P stated the residence is across the street from his residence (840 Edgemoor Rd.) He stated the occupants are in the Spa after 10;00pm yelling and talking loud.,0,0
RAC-2021-01025,7/3/2021,848 JEFFRIES ST,No Issue,Vacation Rental Noise/Party,RP states renters came on Wednesday and every day and night they hear a sound from inside of the house that sounds like a hammer against a 2x4.  It woke him and other neighbors up at 2:30 this morning and has been happening all day.,0,0
RAC-2021-01486,8/11/2021,848 MENLO DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Two renters cars parked in the street and one of them says it’s a 21 birthday party,0,0
RAC-2021-00891,6/20/2021,848 MENLO DR,No Issue,Vacation Rental Parking,car parked in street,0,0
RAC-2021-01017,7/3/2021,853 EUREKA DR,No Issue,Vacation Rental Parking,Call came in at 10:30AM for too many cars and cars parked in street.,0,0
